World Rank,University Name,Country,National Rank,Total Score
763,The Royal Veterinary College,GB,46-51,
764,Tilburg University,NL,13,
765,Tokyo Medical and Dental University,JP,20-23,
766,University of Engineering and Technology UET,PK,2-3,
767,University of Maryland Baltimore County,US,158-171,
768,University of Tennessee Health Science Center,US,158-171,
769,Universitat de Lleida,ES,21-27,
770,Universiti Teknologi Malaysia,MY,4,
771,University of Braslia,BR,7-10,
772,University of Burgundy,FR,20-22,
773,University of Crete,GR,3-4,
774,University of Cyprus,CY,1,
775,University of Extremadura,ES,21-27,
776,University of Hull,GB,46-51,
777,University of Idaho,US,158-171,
778,University of Jinan,CN,130-147,
779,University of Jyvaskyla,FI,7,
780,University of La Laguna,ES,21-27,
781,University of Murcia,ES,21-27,
782,University of Nantes,FR,20-22,
783,University of Oklahoma  Norman,US,158-171,
784,University of Patras,GR,3-4,
785,University of Regina,CA,23-24,
786,University of Stirling,GB,46-51,
787,University of Szeged,HU,3,
788,University of Tabriz,IR,4-7,
789,University of Tartu,EE,1,
790,University of the Punjab,PK,2-3,
791,University of the Sunshine Coast,AU,29,
792,University of Udine,IT,32,
793,University of WisconsinMilwaukee,US,158-171,
794,University of Wyoming,US,158-171,
795,University Rovira i Virgili,ES,21-27,
796,Ural Federal University,RU,4-7,
797,Vellore Institute of Technology,IN,5-8,
798,Waseda University,JP,20-23,
799,Zhejiang Chinese Medical University,CN,130-147,
800,Zhejiang SciTech University,CN,130-147,
801,AGH University of Science and Technology,PL,3-4,
802,Ajou University,KR,24-29,
803,Aligarh Muslim University,IN,9-12,
804,Amherst College,US,172-179,
805,Anhui University of Technology,CN,148-170,
806,Ankara University,TR,5,
807,AUT University,NZ,6-8,
808,Bournemouth University,GB,52-56,
809,Chengdu University of Technology,CN,148-170,
810,China Pharmaceutical University,CN,148-170,
811,Chongqing University of Posts and Telecommunications,CN,148-170,
812,Colorado School of Mines,US,172-179,
813,Cranfield University,GB,52-56,
814,Czech Technical University in Prague,CZ,6,
815,Dongguk University,KR,24-29,
816,Federal University of Santa Maria,BR,11-14,
817,Federal University of Sao Carlos,BR,11-14,
818,Federal University of Viosa,BR,11-14,
819,Fluminense Federal University,BR,11-14,
820,Fordham University,US,172-179,
821,Free University of BozenBolzano,IT,33-39,
822,Gachon University,KR,24-29,
823,The Graduate University for Advanced Studies,JP,24-28,
824,Graz University of Technology,AT,9-12,
825,Guangzhou University of Chinese Medicine,CN,148-170,
826,Gwangju Institute of Science and Technology,KR,24-29,
827,Hallym University,KR,24-29,
828,Hangzhou Normal University,CN,148-170,
829,Hebei Medical University,CN,148-170,
830,Homi Bhabha National Institute,IN,9-12,
831,Hunan Agricultural University,CN,148-170,
832,Johannes Kepler University Linz,AT,9-12,
833,Kanazawa University,JP,24-28,
834,Kangwon National University,KR,24-29,
835,Kaohsiung Medical University,TW,13-14,
836,Keele University,GB,52-56,
837,Khalifa University,AE,1-2,
838,King Faisal University,SA,9-11,
839,Liaocheng University,CN,148-170,
840,Liaoning University of Technology,CN,148-170,
841,Lincoln University,NZ,6-8,
842,Manipal University,IN,9-12,
843,Nagasaki University,JP,24-28,
844,National Central University,TW,13-14,
845,National Technical University of Athens,GR,5-6,
846,Northeast Agricultural University China,CN,148-170,
847,Northeast Forestry University  China,CN,148-170,
848,Northeast Normal University,CN,148-170,
849,Northumbria University,GB,52-56,
850,Prince of Songkla University,TH,4,
851,Qassim University,SA,9-11,
852,Qilu University of Technology,CN,148-170,
853,Qingdao University of Science and Technology,CN,148-170,
854,Royal Holloway University of London,GB,52-56,
855,School for Advanced Studies in the Social Sciences,FR,23-25,
856,Shanghai Normal University,CN,148-170,
857,Shanghai Ocean University,CN,148-170,
858,Southwest Petroleum University,CN,148-170,
859,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,IN,9-12,
860,Suzhou University of Science and Technology,CN,148-170,
861,The Education University of Hong Kong,HK,7,
862,The University of Tokushima,JP,24-28,
863,The University of Waikato,NZ,6-8,
864,Tianjin University of Technology,CN,148-170,
865,Umm AlQura University,SA,9-11,
866,Union College,US,172-179,
867,United Arab Emirates University,AE,1-2,
868,Universit ParisEst Crteil Val de Marne,FR,23-25,
869,University of Veterinary Medicine Vienna,AT,9-12,
870,University of Cagliari,IT,33-39,
871,University of Calabria,IT,33-39,
872,University of Canberra,AU,30,
873,University of Eastern Piedmont,IT,33-39,
874,University of Girona,ES,28-30,
875,University of Jaen,ES,28-30,
876,University of Jordan,JO,1,
877,University of Kassel,DE,43-45,
878,University of Limerick,IE,5,
879,University of Louisville,US,172-179,
880,University of Malaga,ES,28-30,
881,University of Messina,IT,33-39,
882,University of MissouriKansas City,US,172-179,
883,University of Modena and Reggio Emilia,IT,33-39,
884,University of Mons,BE,9,
885,University of Nebraska Medical Center,US,172-179,
886,University of Oldenburg,DE,43-45,
887,University of Salerno,IT,33-39,
888,University of Salzburg,AT,9-12,
889,University of Savoy,FR,23-25,
890,University of South China,CN,148-170,
891,University of Texas at El Paso,US,172-179,
892,University of Thessaly,GR,5-6,
893,University of Wuppertal,DE,43-45,
894,University Putra Malaysia,MY,5,
895,Western Norway University of Applied Sciences,NO,6,
896,Wroclaw Medical University,PL,3-4,
897,Wuhan University of Science and Technology,CN,148-170,
898,Xian University of Architecture and Technology,CN,148-170,
899,Yokohama City University,JP,24-28,
900,Zagazig University,EG,6,
901,Adam Mickiewicz University,PL,5-9,
902,Al Jouf University,SA,12,
903,Beijing Technology and Business University,CN,171-191,
904,BeniSuef University,EG,7,
905,Bond University,AU,31-34,
906,Budapest University of Technology and Economics,HU,4,
907,Carlos III University of Madrid,ES,31-38,
908,Chengdu University,CN,171-191,
909,China Three Gorges University,CN,171-191,
910,City University of London,GB,57-64,
911,Comenius University in Bratislava,SK,1,
912,Dalian Medical University,CN,171-191,
913,Dalian Polytechnic University,CN,171-191,
914,Dublin City University,IE,6-7,
915,Ege University,TR,6-8,
916,Erciyes University,TR,6-8,
917,Federal University of Ceara,BR,15-18,
918,Federal University of Gois,BR,15-18,
919,Federal University of Pernambuco,BR,15-18,
920,Ferdowsi University of Mashhad,IR,8-10,
921,Gazi University,TR,6-8,
922,Gdansk University of Technology,PL,5-9,
923,Guangdong University of Foreign Studies,CN,171-191,
924,Guangxi Medical University,CN,171-191,
925,Gyeongsang National University,KR,30,
926,Hebei University,CN,171-191,
927,Henan University of Science and Technology,CN,171-191,
928,HeriotWatt University,GB,57-64,
929,Huaqiao University,CN,171-191,
930,Indian Institute of Technology Kanpur,IN,13-15,
931,Indian Institute of Technology Roorkee,IN,13-15,
932,Iran University of Science  Technology,IR,8-10,
933,Jiangsu University of Science and Technology,CN,171-191,
934,Khon Kaen University,TH,5,
935,Rey Juan Carlos University,ES,31-38,
936,Kumamoto University,JP,29-32,
937,Linnaeus University,SE,13,
938,London Business School,GB,57-64,
939,Loyola University Chicago,US,180-187,
940,Manchester Metropolitan University,GB,57-64,
941,Medical University of Warsaw,PL,5-9,
942,Metropolitan Autonomous University,MX,3,
943,Montana State University  Bozeman,US,180-187,
944,Montpellier Business School,FR,26-27,
945,National Research Nuclear University MEPhI Moscow Engineering Physics Institute,RU,8-9,
946,National University of Colombia,CO,1,
947,National University of Sciences and Technology Pakistan,PK,4-6,
948,NHH  Norwegian School of Economics,NO,7,
949,Nicolaus Copernicus University,PL,5-9,
950,Niigata University,JP,29-32,
951,QuaidiAzam University,PK,4-6,
952,Royal College of Surgeons  Ireland,IE,6-7,
953,Saitama University,JP,29-32,
954,Sechenov University,RU,8-9,
955,Shandong University of Finance and Economics,CN,171-191,
956,Shanghai University of Finance and Economics,CN,171-191,
957,Shanghai University of Traditional Chinese Medicine,CN,171-191,
958,Shanxi Medical University,CN,171-191,
959,Shihezi University,CN,171-191,
960,Shiraz University of Medical Science,IR,8-10,
961,Singapore University of Technology  Design,SG,4,
962,Southern Cross University,AU,31-34,
963,SUNY College of Environmental Science and Forestry,US,180-187,
964,SUNY Upstate Medical University,US,180-187,
965,Swarthmore College,US,180-187,
966,Tokyo University of Agriculture and Technology,JP,29-32,
967,University of North Carolina at Greensboro,US,180-187,
968,Universidad Andrs Bello,CL,3-4,
969,Universidad de Cadiz,ES,31-38,
970,Universidad Pablo de Olavide,ES,31-38,
971,Universidade Federal de Pelotas,BR,15-18,
972,University of Alcal,ES,31-38,
973,University of Arkansas at Little Rock,US,180-187,
974,University of Calcutta,IN,13-15,
975,University of Cantabria,ES,31-38,
976,University of Central Lancashire,GB,57-64,
977,University of ChietiPescara,IT,40,
978,University of Concepcion,CL,3-4,
979,University of Cordoba,ES,31-38,
980,University of Ghana,GH,1,
981,University of Hertfordshire,GB,57-64,
982,University of Lahore,PK,4-6,
983,University of Lincoln,GB,57-64,
984,University of New England,AU,31-34,
985,University of Novi Sad,RS,2,
986,University of Poitiers,FR,26-27,
987,University of Portsmouth,GB,57-64,
988,University of Quebec Montreal,CA,25,
989,University of Sfax,TN,1,
990,University of Sharjah,AE,3,
991,University of South Africa,ZA,8,
992,University of Southern Queensland,AU,31-34,
993,University of Valladolid,ES,31-38,
994,Warsaw University of Technology,PL,5-9,
995,Xiangtan University,CN,171-191,
996,Xinjiang University,CN,171-191,
997,Xuzhou Medical College,CN,171-191,
998,Yangtze University,CN,171-191,
999,Yeshiva University,US,180-187,
1000,Zhongnan University of Economics and Law,CN,171-191,
