World Rank,University Name,Country,National Rank,Total Score
601-700,Chonnam National University,kr.png,14-18,
601-700,Clemson University,us.png,145-157,
601-700,Czech University of Life Sciences Prague,cz.png,3-4,
601-700,Dalian Maritime University,cn.png,111-129,
601-700,Edith Cowan University,au.png,27-28,
601-700,Ewha Womans University,kr.png,14-18,
601-700,Fujian Agriculture and Forestry University,cn.png,111-129,
601-700,Fujian Medical University,cn.png,111-129,
601-700,Fujian Normal University,cn.png,111-129,
601-700,Guizhou University,cn.png,111-129,
601-700,Harbin Medical University,cn.png,111-129,
601-700,Hasselt University,be.png,8,
601-700,Henan Normal University,cn.png,111-129,
601-700,Hong Kong Baptist University,hk.png,6,
601-700,Indian Institute of Technology Kharagpur,in.png,2-4,
601-700,Indian Institute of Technology Delhi,in.png,2-4,
601-700,INHA University,kr.png,14-18,
601-700,Kitasato University,jp.png,15-19,
601-700,Konkuk University,kr.png,14-18,
601-700,Liverpool John Moores University,gb.png,41-45,
601-700,Loughborough University,gb.png,41-45,
601-700,Mahidol University,th.png,2-3,
601-700,Mansoura University,eg.png,2-4,
601-700,Marche Polytechnic University,it.png,25-31,
601-700,Medical University of Graz,at.png,8,
601-700,Nanjing University of Chinese Medicine,cn.png,111-129,
601-700,Nantong University,cn.png,111-129,
601-700,National Polytechnic Institute,mx.png,2,
601-700,National Sun Yat-Sen University,tw.png,6-10,
601-700,National Taiwan University of Science and Technology,tw.png,6-10,
601-700,The Second Military Medical University,cn.png,111-129,
601-700,NOVA University Lisbon,pt.png,6,
601-700,Osaka Metropolitan University,jp.png,15-19,
601-700,Palacký University Olomouc,cz.png,3-4,
601-700,Polytechnic University of Turin,it.png,25-31,
601-700,Pontifical Catholic University of Chile,cl.png,2,
601-700,San Diego State University,us.png,145-157,
601-700,Semmelweis University,hu.png,2,
601-700,Shandong Agricultural University,cn.png,111-129,
601-700,Shandong Normal University,cn.png,111-129,
601-700,Shinshu University,jp.png,15-19,
601-700,University at Albany (State University of New York),us.png,145-157,
601-700,State University of New York Health Science Center at Brooklyn,us.png,145-157,
601-700,Taipei Medical University,tw.png,6-10,
601-700,The University of Alabama - Tuscaloosa,us.png,145-157,
601-700,The University of Texas at Arlington,us.png,145-157,
601-700,Tokyo University of Science,jp.png,15-19,
601-700,Umea University,se.png,11,
601-700,University of Arkansas for Medical Sciences,us.png,145-157,
601-700,University of Campania Luigi Vanvitelli,it.png,25-31,
601-700,Universitat Jaume I,es.png,14-20,
601-700,University of Alaska - Fairbanks,us.png,145-157,
601-700,University of Bremen,de.png,37-40,
601-700,University of Castilla–La Mancha,es.png,14-20,
601-700,University of Clermont Auvergne,fr.png,19,
601-700,University of Delhi,in.png,2-4,
601-700,University of Ferrara,it.png,25-31,
601-700,University of Giessen,de.png,37-40,
601-700,University of Greenwich,gb.png,41-45,
601-700,University of Haifa,il.png,7,
601-700,University of Halle-Wittenberg,de.png,37-40,
601-700,University of Health Sciences Turkey,tr.png,2,
601-700,University of Iceland,is.png,1,
601-700,University of Ljubljana,si.png,1,
601-700,University of Luebeck,de.png,37-40,
601-700,University of Luxembourg,lu.png,1,
601-700,University of New Hampshire,us.png,145-157,
601-700,University of Oviedo,es.png,14-20,
601-700,University of Plymouth,gb.png,41-45,
601-700,University of Santiago Compostela,es.png,14-20,
601-700,"University of Science, Malaysia",my.png,3,
601-700,University of Seville,es.png,14-20,
601-700,University of Siena,it.png,25-31,
601-700,University of the Balearic Islands,es.png,14-20,
601-700,University of Toledo,us.png,145-157,
601-700,University of Trieste,it.png,25-31,
601-700,University of Tromso,no.png,4,
601-700,University of Ulsan,kr.png,14-18,
601-700,University of Zaragoza,es.png,14-20,
601-700,Wayne State University,us.png,145-157,
601-700,Wenzhou University,cn.png,111-129,
601-700,Yanshan University,cn.png,111-129,
701-800,Air Force Medical University,cn.png,130-147,
701-800,Al-Azhar University,eg.png,5,
701-800,American University of Beirut,lb.png,1,
701-800,Army Medical University,cn.png,130-147,
701-800,Banaras Hindu University,in.png,5-8,
701-800,Beijing Forestry University,cn.png,130-147,
701-800,Bielefeld University,de.png,41-42,
701-800,Brno University of Technology,cz.png,5,
701-800,Brunel University,gb.png,46-51,
701-800,Catholic University of Korea,kr.png,19-23,
701-800,Changsha University of Science and Technology,cn.png,130-147,
701-800,Chung-Ang University,kr.png,19-23,
701-800,Chungbuk National University,kr.png,19-23,
701-800,Chungnam National University,kr.png,19-23,
701-800,Copenhagen Business School,dk.png,6,
701-800,Donghua University,cn.png,130-147,
701-800,Federal University of Parana,br.png,7-10,
701-800,Federal University of Santa Catarina,br.png,7-10,
701-800,Federal University of Sao Paulo,br.png,7-10,
701-800,Foshan University,cn.png,130-147,
701-800,Hacettepe University,tr.png,3-4,
701-800,Hebei University of Technology,cn.png,130-147,
701-800,Heilongjiang University,cn.png,130-147,
701-800,HSE University,ru.png,4-7,
701-800,Indian Institute of Technology Madras,in.png,5-8,
701-800,INSA Toulouse,fr.png,20-22,
701-800,Istanbul Technical University,tr.png,3-4,
701-800,Jawaharlal Nehru University,in.png,5-8,
701-800,Jeonbuk National University,kr.png,19-23,
701-800,Juntendo University,jp.png,20-23,
701-800,Kent State University,us.png,158-171,
701-800,Kindai University,jp.png,20-23,
701-800,Massey University,nz.png,5,
701-800,Medical College of Wisconsin,us.png,158-171,
701-800,Memorial University of Newfoundland,ca.png,23-24,
701-800,National Chung Hsing University,tw.png,11-12,
701-800,National Yunlin University of Science and Technology,tw.png,11-12,
701-800,New Jersey Institute of Technology,us.png,158-171,
701-800,North China Electric Power University,cn.png,130-147,
701-800,Norwegian University of Life Sciences,no.png,5,
701-800,Nottingham Trent University,gb.png,46-51,
701-800,Novosibirsk State University,ru.png,4-7,
701-800,Ohio University,us.png,158-171,
701-800,Old Dominion University,us.png,158-171,
701-800,Orebro University,se.png,12,
701-800,Polytechnic University of Catalonia,es.png,21-27,
701-800,Polytechnic University of Madrid,es.png,21-27,
701-800,Qufu Normal University,cn.png,130-147,
701-800,Rutgers University - Newark,us.png,158-171,
701-800,Shahid Beheshti University of Medical Sciences,ir.png,4-7,
701-800,Shandong First Medical University,cn.png,130-147,
701-800,Shantou University,cn.png,130-147,
701-800,Shanxi University,cn.png,130-147,
701-800,Sharif University of Technology,ir.png,4-7,
701-800,Sichuan Agricultural University,cn.png,130-147,
701-800,Skolkovo Institute of Science and Technology,ru.png,4-7,
701-800,Southern Methodist University,us.png,158-171,
701-800,Syracuse University,us.png,158-171,
701-800,Taiyuan University of Technology,cn.png,130-147,
701-800,Tarbiat Modares University,ir.png,4-7,
701-800,Technical University of Braunschweig,de.png,41-42,
701-800,The Open University,gb.png,46-51,
701-800,The Royal Veterinary College,gb.png,46-51,
701-800,Tilburg University,nl.png,13,
701-800,Tokyo Medical and Dental University,jp.png,20-23,
701-800,University of Engineering and Technology (UET),pk.png,2-3,
701-800,"University of Maryland, Baltimore County",us.png,158-171,
701-800,University of Tennessee Health Science Center,us.png,158-171,
701-800,Universitat de Lleida,es.png,21-27,
701-800,Universiti Teknologi Malaysia,my.png,4,
701-800,University of Brasília,br.png,7-10,
701-800,University of Burgundy,fr.png,20-22,
701-800,University of Crete,gr.png,3-4,
701-800,University of Cyprus,cy.png,1,
701-800,University of Extremadura,es.png,21-27,
701-800,University of Hull,gb.png,46-51,
701-800,University of Idaho,us.png,158-171,
701-800,University of Jinan,cn.png,130-147,
701-800,University of Jyvaskyla,fi.png,7,
701-800,University of La Laguna,es.png,21-27,
701-800,University of Murcia,es.png,21-27,
701-800,University of Nantes,fr.png,20-22,
701-800,University of Oklahoma - Norman,us.png,158-171,
701-800,University of Patras,gr.png,3-4,
701-800,University of Regina,ca.png,23-24,
701-800,University of Stirling,gb.png,46-51,
701-800,University of Szeged,hu.png,3,
701-800,University of Tabriz,ir.png,4-7,
701-800,University of Tartu,ee.png,1,
701-800,University of the Punjab,pk.png,2-3,
701-800,University of the Sunshine Coast,au.png,29,
701-800,University of Udine,it.png,32,
701-800,University of Wisconsin-Milwaukee,us.png,158-171,
701-800,University of Wyoming,us.png,158-171,
701-800,University Rovira i Virgili,es.png,21-27,
701-800,Ural Federal University,ru.png,4-7,
701-800,Vellore Institute of Technology,in.png,5-8,
701-800,Waseda University,jp.png,20-23,
701-800,Zhejiang Chinese Medical University,cn.png,130-147,
701-800,Zhejiang Sci-Tech University,cn.png,130-147,
801-900,AGH University of Science and Technology,pl.png,3-4,
801-900,Ajou University,kr.png,24-29,
801-900,Aligarh Muslim University,in.png,9-12,
801-900,Amherst College,us.png,172-179,
801-900,Anhui University of Technology,cn.png,148-170,
801-900,Ankara University,tr.png,5,
801-900,AUT University,nz.png,6-8,
801-900,Bournemouth University,gb.png,52-56,
801-900,Chengdu University of Technology,cn.png,148-170,
801-900,China Pharmaceutical University,cn.png,148-170,
801-900,Chongqing University of Posts and Telecommunications,cn.png,148-170,
801-900,Colorado School of Mines,us.png,172-179,
801-900,Cranfield University,gb.png,52-56,
801-900,Czech Technical University in Prague,cz.png,6,
801-900,Dongguk University,kr.png,24-29,
801-900,Federal University of Santa Maria,br.png,11-14,
801-900,Federal University of Sao Carlos,br.png,11-14,
801-900,Federal University of Viçosa,br.png,11-14,
801-900,Fluminense Federal University,br.png,11-14,
801-900,Fordham University,us.png,172-179,
801-900,Free University of Bozen-Bolzano,it.png,33-39,
801-900,Gachon University,kr.png,24-29,
801-900,The Graduate University for Advanced Studies,jp.png,24-28,
801-900,Graz University of Technology,at.png,9-12,
801-900,Guangzhou University of Chinese Medicine,cn.png,148-170,
801-900,Gwangju Institute of Science and Technology,kr.png,24-29,
801-900,Hallym University,kr.png,24-29,
801-900,Hangzhou Normal University,cn.png,148-170,
801-900,Hebei Medical University,cn.png,148-170,
801-900,Homi Bhabha National Institute,in.png,9-12,
801-900,Hunan Agricultural University,cn.png,148-170,
801-900,Johannes Kepler University Linz,at.png,9-12,
801-900,Kanazawa University,jp.png,24-28,
801-900,Kangwon National University,kr.png,24-29,
801-900,Kaohsiung Medical University,tw.png,13-14,
801-900,Keele University,gb.png,52-56,
801-900,Khalifa University,ae.png,1-2,
801-900,King Faisal University,sa.png,9-11,
801-900,Liaocheng University,cn.png,148-170,
801-900,Liaoning University of Technology,cn.png,148-170,
801-900,Lincoln University,nz.png,6-8,
801-900,Manipal University,in.png,9-12,
801-900,Nagasaki University,jp.png,24-28,
801-900,National Central University,tw.png,13-14,
801-900,National Technical University of Athens,gr.png,5-6,
801-900,Northeast Agricultural University (China）,cn.png,148-170,
801-900,Northeast Forestry University - China,cn.png,148-170,
801-900,Northeast Normal University,cn.png,148-170,
801-900,Northumbria University,gb.png,52-56,
801-900,Prince of Songkla University,th.png,4,
801-900,Qassim University,sa.png,9-11,
801-900,Qilu University of Technology,cn.png,148-170,
801-900,Qingdao University of Science and Technology,cn.png,148-170,
801-900,"Royal Holloway, University of London",gb.png,52-56,
801-900,School for Advanced Studies in the Social Sciences,fr.png,23-25,
801-900,Shanghai Normal University,cn.png,148-170,
801-900,Shanghai Ocean University,cn.png,148-170,
801-900,Southwest Petroleum University,cn.png,148-170,
801-900,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,in.png,9-12,
801-900,Suzhou University of Science and Technology,cn.png,148-170,
801-900,The Education University of Hong Kong,hk.png,7,
801-900,The University of Tokushima,jp.png,24-28,
801-900,The University of Waikato,nz.png,6-8,
801-900,Tianjin University of Technology,cn.png,148-170,
801-900,Umm Al-Qura University,sa.png,9-11,
801-900,Union College,us.png,172-179,
801-900,United Arab Emirates University,ae.png,1-2,
801-900,Université Paris-Est Créteil Val de Marne,fr.png,23-25,
801-900,"University of Veterinary Medicine, Vienna",at.png,9-12,
801-900,University of Cagliari,it.png,33-39,
801-900,University of Calabria,it.png,33-39,
801-900,University of Canberra,au.png,30,
801-900,University of Eastern Piedmont,it.png,33-39,
801-900,University of Girona,es.png,28-30,
801-900,University of Jaen,es.png,28-30,
801-900,University of Jordan,jo.png,1,
801-900,University of Kassel,de.png,43-45,
801-900,University of Limerick,ie.png,5,
801-900,University of Louisville,us.png,172-179,
801-900,University of Malaga,es.png,28-30,
801-900,University of Messina,it.png,33-39,
801-900,University of Missouri-Kansas City,us.png,172-179,
801-900,University of Modena and Reggio Emilia,it.png,33-39,
801-900,University of Mons,be.png,9,
801-900,University of Nebraska Medical Center,us.png,172-179,
801-900,University of Oldenburg,de.png,43-45,
801-900,University of Salerno,it.png,33-39,
801-900,University of Salzburg,at.png,9-12,
801-900,University of Savoy,fr.png,23-25,
801-900,University of South China,cn.png,148-170,
801-900,University of Texas at El Paso,us.png,172-179,
801-900,University of Thessaly,gr.png,5-6,
801-900,University of Wuppertal,de.png,43-45,
801-900,University Putra Malaysia,my.png,5,
801-900,Western Norway University of Applied Sciences,no.png,6,
801-900,Wroclaw Medical University,pl.png,3-4,
801-900,Wuhan University of Science and Technology,cn.png,148-170,
801-900,Xi'an University of Architecture and Technology,cn.png,148-170,
801-900,Yokohama City University,jp.png,24-28,
801-900,Zagazig University,eg.png,6,
901-1000,Adam Mickiewicz University,pl.png,5-9,
901-1000,Al Jouf University,sa.png,12,
901-1000,Beijing Technology and Business University,cn.png,171-191,
901-1000,Beni-Suef University,eg.png,7,
901-1000,Bond University,au.png,31-34,
901-1000,Budapest University of Technology and Economics,hu.png,4,
901-1000,Carlos III University of Madrid,es.png,31-38,
901-1000,Chengdu University,cn.png,171-191,
901-1000,China Three Gorges University,cn.png,171-191,
901-1000,"City, University of London",gb.png,57-64,
901-1000,Comenius University in Bratislava,sk.png,1,
901-1000,Dalian Medical University,cn.png,171-191,
901-1000,Dalian Polytechnic University,cn.png,171-191,
901-1000,Dublin City University,ie.png,6-7,
901-1000,Ege University,tr.png,6-8,
901-1000,Erciyes University,tr.png,6-8,
901-1000,Federal University of Ceara,br.png,15-18,
901-1000,Federal University of Goiás,br.png,15-18,
901-1000,Federal University of Pernambuco,br.png,15-18,
901-1000,Ferdowsi University of Mashhad,ir.png,8-10,
901-1000,Gazi University,tr.png,6-8,
901-1000,Gdansk University of Technology,pl.png,5-9,
901-1000,Guangdong University of Foreign Studies,cn.png,171-191,
901-1000,Guangxi Medical University,cn.png,171-191,
901-1000,Gyeongsang National University,kr.png,30,
901-1000,Hebei University,cn.png,171-191,
901-1000,Henan University of Science and Technology,cn.png,171-191,
901-1000,Heriot-Watt University,gb.png,57-64,
901-1000,Huaqiao University,cn.png,171-191,
901-1000,Indian Institute of Technology Kanpur,in.png,13-15,
901-1000,Indian Institute of Technology Roorkee,in.png,13-15,
901-1000,Iran University of Science & Technology,ir.png,8-10,
901-1000,Jiangsu University of Science and Technology,cn.png,171-191,
901-1000,Khon Kaen University,th.png,5,
901-1000,Rey Juan Carlos University,es.png,31-38,
901-1000,Kumamoto University,jp.png,29-32,
901-1000,Linnaeus University,se.png,13,
901-1000,London Business School,gb.png,57-64,
901-1000,Loyola University Chicago,us.png,180-187,
901-1000,Manchester Metropolitan University,gb.png,57-64,
901-1000,Medical University of Warsaw,pl.png,5-9,
901-1000,Metropolitan Autonomous University,mx.png,3,
901-1000,Montana State University - Bozeman,us.png,180-187,
901-1000,Montpellier Business School,fr.png,26-27,
901-1000,National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),ru.png,8-9,
901-1000,National University of Colombia,co.png,1,
901-1000,National University of Sciences and Technology Pakistan,pk.png,4-6,
901-1000,NHH - Norwegian School of Economics,no.png,7,
901-1000,Nicolaus Copernicus University,pl.png,5-9,
901-1000,Niigata University,jp.png,29-32,
901-1000,Quaid-i-Azam University,pk.png,4-6,
901-1000,Royal College of Surgeons - Ireland,ie.png,6-7,
901-1000,Saitama University,jp.png,29-32,
901-1000,Sechenov University,ru.png,8-9,
901-1000,Shandong University of Finance and Economics,cn.png,171-191,
901-1000,Shanghai University of Finance and Economics,cn.png,171-191,
901-1000,Shanghai University of Traditional Chinese Medicine,cn.png,171-191,
901-1000,Shanxi Medical University,cn.png,171-191,
901-1000,Shihezi University,cn.png,171-191,
901-1000,Shiraz University of Medical Science,ir.png,8-10,
901-1000,Singapore University of Technology & Design,sg.png,4,
901-1000,Southern Cross University,au.png,31-34,
901-1000,SUNY College of Environmental Science and Forestry,us.png,180-187,
901-1000,SUNY Upstate Medical University,us.png,180-187,
901-1000,Swarthmore College,us.png,180-187,
901-1000,Tokyo University of Agriculture and Technology,jp.png,29-32,
901-1000,University of North Carolina at Greensboro,us.png,180-187,
901-1000,Universidad Andrés Bello,cl.png,3-4,
901-1000,Universidad de Cadiz,es.png,31-38,
901-1000,Universidad Pablo de Olavide,es.png,31-38,
901-1000,Universidade Federal de Pelotas,br.png,15-18,
901-1000,University of Alcalá,es.png,31-38,
901-1000,University of Arkansas at Little Rock,us.png,180-187,
901-1000,University of Calcutta,in.png,13-15,
901-1000,University of Cantabria,es.png,31-38,
901-1000,University of Central Lancashire,gb.png,57-64,
901-1000,University of Chieti-Pescara,it.png,40,
901-1000,University of Concepcion,cl.png,3-4,
901-1000,University of Cordoba,es.png,31-38,
901-1000,University of Ghana,gh.png,1,
901-1000,University of Hertfordshire,gb.png,57-64,
901-1000,University of Lahore,pk.png,4-6,
901-1000,University of Lincoln,gb.png,57-64,
901-1000,University of New England,au.png,31-34,
901-1000,University of Novi Sad,rs.png,2,
901-1000,University of Poitiers,fr.png,26-27,
901-1000,University of Portsmouth,gb.png,57-64,
901-1000,University of Quebec Montreal,ca.png,25,
901-1000,University of Sfax,tn.png,1,
901-1000,University of Sharjah,ae.png,3,
901-1000,University of South Africa,za.png,8,
901-1000,University of Southern Queensland,au.png,31-34,
901-1000,University of Valladolid,es.png,31-38,
901-1000,Warsaw University of Technology,pl.png,5-9,
901-1000,Xiangtan University,cn.png,171-191,
901-1000,Xinjiang University,cn.png,171-191,
901-1000,Xuzhou Medical College,cn.png,171-191,
901-1000,Yangtze University,cn.png,171-191,
901-1000,Yeshiva University,us.png,180-187,
901-1000,Zhongnan University of Economics and Law,cn.png,171-191,
